Parts       	Type	Grd	Dmg 	Range	ShtRng	ShtCnt	ShtDly	RldDly	Speed	AimRt	sp1	sp2	UiTile	BltTile 	EffType	EffTile 	Shell	FireEff	ExplodeEff  	ExplScl	FireSound
E_Tank20_Wpn	Bullet	1	30	60	300	4	1.3	2	0.15	1	0	0	0	Bullet_12	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnMissile.wav
E_Tank21_Wpn	Bullet	1	45	60	300	4	1.3	0	0.1	1	0	0	0	Bullet_08 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Tank22_Wpn	Gun 	1	15	0	310	10	0.22	2	0.08	1	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Tank23_Wpn	Bullet	1	45	60	310	3	1.2	0	0.2	1	0	0	0	Bullet_11 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Tank24_Wpn	Bullet	1	38	60	310	4	1.2	2.5	0.08	1	0	0	0	Bullet_05	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
E_Tank25_Wpn_01	Bullet	1	42	60	310	2	1.2	2.5	0.08	1	0	0	0	Bullet_02	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
E_Tank25_Wpn_02	Gun 	1	6	0	310	7	0.3	2.5	0.08	1	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Tank26_Wpn_01	Bullet	1	60	60	310	3	1.5	2.5	0.1	1	0	0	0	Bullet_09 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Tank26_Wpn_02	Gun 	1	7	0	320	7	0.3	2.5	0.08	1	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Tank27_Wpn	Bullet	1	100	60	320	2	1	2	0.1	1	0	0	0	Bullet_09 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Tank28_Wpn_01	Bullet	1	38	60	320	2	1	2	0.15	1	0	0	0	Bullet_12	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnMissile.wav
E_Tank28_Wpn_02	Gun 	1	7	0	320	10	0.22	2	0.08	1	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Tank29_Wpn	Bullet	1	165	60	320	1	0.8	2	0.18	1	0	0	0	Bullet_13 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Tank30_Wpn	Gun 	1	7	0	320	15	0.22	2	0.08	1	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Tank31_Wpn	Bullet	1	120	60	320	2	0.8	2	0.3	1	0	0	0	Bullet_14 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Tank32_Wpn	Bullet	1	90	60	320	4	0.8	2	0.18	1	0	0	0	Bullet_13	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnMissile.wav
//Parts         	Type	Grd	Dmg 	Range	ShtRng	ShtCnt	ShtDly	RldDly	Speed	AimRt	UiTile	BltTile 	EffType	EffTile 	Shell	FireEff	ExplodeEff  	ExplScl	FireSound		
E_Turret_Wpn_02 	Gun 	3	5	0	200	10	0.3	3	1	0.9	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Turret_Wpn_03 	Gun 	4	5	0	225	11	0.3	3	1	0.85	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Turret_Wpn_04 	Gun 	5	5	0	230	12	0.3	3	1	0.8	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Turret_Wpn_01 	Gun 	6	5	0	235	13	0.3	3	1	0.75	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Turret_Wpn_09 	Gun 	7	5	0	240	15	0.3	3	1	0.7	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Turret_Wpn_05 	Bullet	3	40	64	240	1	0.45	3.5	0.24	0.68	0	0	0	Bullet_03 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret_Wpn_06 	Bullet	4	42	66	245	1	0.45	3.5	0.26	0.62	0	0	0	Bullet_03 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret_Wpn_07 	Bullet	5	44	68	250	1	0.4	3.2	0.28	0.56	0	0	0	Bullet_08 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret_Wpn_08 	Bullet	6	25	70	260	2	0.4	3.2	0.3	0.5	0	0	0	Bullet_09 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret_Wpn_10 	Bullet	7	26	74	270	2	0.35	3	0.32	0.44	0	0	0	Bullet_10 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret_Wpn_11 	Bullet	1	27	60	260	2	0.4	3	0.18	1	0	0	0	Bullet_11 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret_Wpn_12 	Gun 	1	6	0	280	15	0.22	2	0.09	1	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
E_Turret13_Wpn_01	Bullet	1	36	60	280	1	0.5	2.8	0.12	1	0	0	0	Bullet_11 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret13_Wpn_02	Bullet	1	36	60	280	1	0.5	2.8	0.12	1	0	0	0	Bullet_08 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret14_Wpn  	Bullet	1	68	60	290	1	0.5	2.7	0.18	1	0	0	0	Bullet_08 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret15_Wpn  	Bullet	1	66	60	290	1	0.6	2.5	0.24	1	0	0	0	Bullet_11 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret16_Wpn  	Bullet	1	38	60	290	2	0.3	2.5	0.12	1	0	0	0	Bullet_12 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret17_Wpn_01	Bullet	1	20	60	290	2	0.35	2.3	0.15	1	0	0	0	Bullet_13	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnMissile.wav
E_Turret17_Wpn_02	Bullet	1	15	60	300	1	0.5	2	0.15	1	0	0	0	Bullet_12 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret18_Wpn_01	Bullet	1	20	60	300	1	0.5	2	0.12	1	0	0	0	Bullet_12 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret18_Wpn_02	Bullet	1	48	60	300	1	0.5	1.8	0.12	1	0	0	0	Bullet_09 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret19_Wpn  	Bullet	1	42	60	320	2	0.5	1.8	0.24	1	0	0	0	Bullet_09 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
E_Turret20_Wpn  	Bullet	1	45	60	320	2	0.5	1.8	0.24	1	0	0	0	Bullet_13 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
//Parts       	Type	Grd	Dmg 	Range	ShtRng	ShtCnt	ShtDly	RldDly	Speed	AimRt	UiTile	BltTile 	EffType	EffTile 	Shell	FireEff	ExplodeEff  	ExplScl	FireSound		
Boss01_Wpn_01	Bullet	1	20	60	960	2	0.5	2	0.03	1	0	0	0	Bullet_00	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss01_Wpn_02	Bullet	1	40	60	960	1	0.8	0	0.03	1	0	0	0	Bullet_01	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss02_Wpn_01	Bullet	1	40	60	960	2	0.1	1	0.03	1	0	0	0	Bullet_02	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss03_Wpn_01	Bullet	1	20	60	960	1	0.6	0	0.03	1	0	0	0	Bullet_03	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss03_Wpn_02	Bullet	1	30	60	960	1	0.6	0	0.03	1	0	0	0	Bullet_04	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss03_Wpn_03	Bullet	1	70	60	960	2	0.5	2.5	0.05	1	0	0	0	Bullet_17	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnMissile.wav
Boss04_Wpn_01	Bullet	1	80	60	960	4	0.5	2.7	0.03	1	0	0	0	Bullet_07 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
Boss04_Wpn_02	Bullet	1	80	60	960	4	0.5	2.7	0.03	1	0	0	0	Bullet_07 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
Boss04_Wpn_03	Bullet	1	200	60	960	1	0.9	0	0.05	1	0	0	0	Bullet_08 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
Boss04_Wpn_04	Bullet	1	50	60	960	2	0.25	2	0.04	1	0	0	0	Bullet_04	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss05_Wpn_01	Bullet	1	80	60	960	4	0.3	2.7	0.03	1	0	0	0	Bullet_05	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss05_Wpn_02	Bullet	1	200	60	960	3	0.5	2.5	0.05	1	0	0	0	Bullet_17	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnMissile.wav
Boss06_Wpn_01	Gun 	1	20	0	400	10	0.22	3	0.03	1	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
Boss07_Wpn_01	Bullet	1	400	60	960	2	0.5	2	0.08	1	0	0	0	Bullet_13 	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnCanon.wav
Boss07_Wpn_02	Bullet	1	40	60	960	4	0.25	2.4	0.03	1	0	0	0	Bullet_04	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss08_Wpn_01	Bullet	1	400	60	960	4	0.5	2.5	0.05	1	0	0	0	Bullet_19	Flame	Efx_Flame	0	0	ExplodeGround	1	Wpn_EnMissile.wav
Boss08_Wpn_02	Bullet	1	80	60	960	4	0.3	2.7	0.03	1	0	0	0	Bullet_04	-   	-       	0	0	ExplodeGround	1	Wpn_EnGun.wav
Boss08_Wpn_03	Gun 	1	40	0	400	20	0.22	3	0.03	1	0	0	0	-       	-   	-       	0	0	Damage      	1	Wpn_EnGun.wav
